                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                 0.7193,                 1.7336,                 1.4465,                0.57268,                0.81009,                0.63927,                0.54161,                0.63464,                 1.7753,                 1.4787,             0.00064871,             0.00064871,             0.00064871
                    161,                 0.7012,                 1.6912,                 1.4598,                0.57268,                0.81009,                0.63927,                0.54161,                0.63464,                 1.7753,                 1.4787,             0.00064795,             0.00064795,             0.00064795
                    162,                0.67254,                 1.7374,                 1.4437,                0.53312,                0.82581,                0.65399,                 0.5529,                0.63143,                 1.7516,                 1.4824,             0.00064719,             0.00064719,             0.00064719
                    163,                0.74311,                 1.6762,                 1.4757,                0.53312,                0.82581,                0.65399,                 0.5529,                0.63143,                 1.7516,                 1.4824,             0.00064643,             0.00064643,             0.00064643
                    164,                0.67865,                  1.649,                 1.4373,                0.54786,                0.83201,                0.66547,                0.56547,                0.61978,                 1.6634,                 1.4514,             0.00064567,             0.00064567,             0.00064567
                    165,                0.67588,                 1.6471,                 1.4433,                0.54786,                0.83201,                0.66547,                0.56547,                0.61978,                 1.6634,                 1.4514,             0.00064491,             0.00064491,             0.00064491
                    166,                0.68328,                 1.6289,                 1.4199,                0.57034,                  0.855,                0.66584,                0.55298,                0.64533,                 1.6631,                 1.4634,             0.00064415,             0.00064415,             0.00064415
                    167,                0.73021,                 1.6402,                 1.4537,                0.57034,                  0.855,                0.66584,                0.55298,                0.64533,                 1.6631,                 1.4634,             0.00064338,             0.00064338,             0.00064338
                    168,                0.65857,                 1.6269,                 1.4234,                0.54387,                0.85132,                0.66789,                0.55701,                0.64641,                 1.6923,                 1.4526,             0.00064262,             0.00064262,             0.00064262
                    169,                0.76528,                 1.6639,                 1.4705,                0.54387,                0.85132,                0.66789,                0.55701,                0.64641,                 1.6923,                 1.4526,             0.00064186,             0.00064186,             0.00064186
                    170,                0.72845,                 1.6447,                 1.4558,                0.50607,                0.83834,                0.67232,                0.57149,                0.60643,                 1.7296,                 1.4216,              0.0006411,              0.0006411,              0.0006411
                    171,                0.63627,                 1.6341,                 1.3851,                0.50607,                0.83834,                0.67232,                0.57149,                0.60643,                 1.7296,                 1.4216,             0.00064034,             0.00064034,             0.00064034
                    172,                0.66419,                 1.6264,                 1.4086,                0.53296,                0.83266,                0.67767,                0.56542,                0.63265,                 1.7198,                 1.4074,             0.00063958,             0.00063958,             0.00063958
                    173,                0.67449,                 1.6318,                  1.443,                0.53296,                0.83266,                0.67767,                0.56542,                0.63265,                 1.7198,                 1.4074,             0.00063882,             0.00063882,             0.00063882
                    174,                0.71237,                  1.646,                 1.4282,                0.57627,                0.78367,                0.68002,                0.56462,                0.65027,                  1.735,                 1.4379,             0.00063805,             0.00063805,             0.00063805
                    175,                0.67275,                 1.6636,                 1.4178,                0.57627,                0.78367,                0.68002,                0.56462,                0.65027,                  1.735,                 1.4379,             0.00063729,             0.00063729,             0.00063729
                    176,                0.70869,                  1.631,                 1.4531,                0.56555,                 0.7922,                 0.6842,                0.56555,                 0.6422,                 1.7492,                 1.4486,             0.00063653,             0.00063653,             0.00063653
                    177,                0.68951,                 1.6332,                 1.4621,                0.56555,                 0.7922,                 0.6842,                0.56555,                 0.6422,                 1.7492,                 1.4486,             0.00063577,             0.00063577,             0.00063577
                    178,                0.71799,                 1.6684,                 1.4723,                0.58287,                 0.8067,                0.69037,                0.57556,                 0.6316,                 1.6225,                 1.4299,             0.00063501,             0.00063501,             0.00063501
                    179,                0.70179,                 1.6701,                 1.4186,                0.58287,                 0.8067,                0.69037,                0.57556,                 0.6316,                 1.6225,                 1.4299,             0.00063425,             0.00063425,             0.00063425
                    180,                 0.6996,                 1.6027,                 1.4488,                0.54608,                0.83204,                0.69664,                0.58157,                0.65688,                 1.5606,                  1.417,             0.00063349,             0.00063349,             0.00063349
                    181,                0.66791,                 1.6118,                 1.4243,                0.54608,                0.83204,                0.69664,                0.58157,                0.65688,                 1.5606,                  1.417,             0.00063273,             0.00063273,             0.00063273
                    182,                0.74953,                 1.6433,                 1.5035,                0.52541,                0.85254,                0.69769,                0.57654,                0.69112,                 1.5888,                 1.4457,             0.00063196,             0.00063196,             0.00063196
                    183,                0.72474,                 1.6884,                 1.4364,                0.52541,                0.85254,                0.69769,                0.57654,                0.69112,                 1.5888,                 1.4457,              0.0006312,              0.0006312,              0.0006312
                    184,                0.70913,                  1.543,                 1.4615,                0.49127,                0.89151,                 0.6923,                0.57665,                0.65966,                 1.5439,                 1.4371,             0.00063044,             0.00063044,             0.00063044
                    185,                0.74082,                 1.6003,                 1.5024,                0.49127,                0.89151,                 0.6923,                0.57665,                0.65966,                 1.5439,                 1.4371,             0.00062968,             0.00062968,             0.00062968
                    186,                0.65193,                 1.5437,                 1.4244,                0.52664,                0.86521,                0.68958,                0.56792,                0.70844,                 1.4728,                 1.4548,             0.00062892,             0.00062892,             0.00062892
                    187,                0.70003,                 1.5209,                 1.4306,                0.52664,                0.86521,                0.68958,                0.56792,                0.70844,                 1.4728,                 1.4548,             0.00062816,             0.00062816,             0.00062816
                    188,                0.70874,                 1.5507,                 1.4307,                0.53287,                0.92504,                0.69955,                0.57256,                0.69422,                  1.479,                   1.42,              0.0006274,              0.0006274,              0.0006274
                    189,                0.65045,                 1.5197,                 1.3852,                0.53287,                0.92504,                0.69955,                0.57256,                0.69422,                  1.479,                   1.42,             0.00062664,             0.00062664,             0.00062664
                    190,                0.67506,                 1.5457,                 1.4225,                0.53143,                0.92941,                0.69269,                0.57477,                0.65355,                 1.4992,                 1.4114,             0.00062587,             0.00062587,             0.00062587
                    191,                0.70024,                 1.5394,                 1.4239,                0.53143,                0.92941,                0.69269,                0.57477,                0.65355,                 1.4992,                 1.4114,             0.00062511,             0.00062511,             0.00062511
                    192,                0.67064,                 1.5131,                 1.4371,                0.53474,                0.90512,                0.68525,                0.56531,                0.68785,                 1.4994,                 1.4499,             0.00062435,             0.00062435,             0.00062435
                    193,                0.65674,                 1.4944,                  1.416,                0.53474,                0.90512,                0.68525,                0.56531,                0.68785,                 1.4994,                 1.4499,             0.00062359,             0.00062359,             0.00062359
                    194,                0.69195,                 1.5306,                 1.4209,                0.52818,                0.91649,                0.70229,                0.59923,                0.61708,                 1.4829,                 1.4246,             0.00062283,             0.00062283,             0.00062283
                    195,                0.68728,                 1.5028,                 1.4454,                0.52818,                0.91649,                0.70229,                0.59923,                0.61708,                 1.4829,                 1.4246,             0.00062207,             0.00062207,             0.00062207
                    196,                0.71116,                 1.4957,                 1.4321,                0.54191,                0.83274,                0.72308,                 0.5995,                0.69468,                 1.4498,                 1.4938,             0.00062131,             0.00062131,             0.00062131
                    197,                0.67577,                 1.4933,                 1.4154,                0.54191,                0.83274,                0.72308,                 0.5995,                0.69468,                 1.4498,                 1.4938,             0.00062054,             0.00062054,             0.00062054
                    198,                0.71486,                 1.4755,                  1.433,                0.56113,                0.78537,                 0.7176,                0.59873,                0.66072,                 1.4769,                 1.4706,             0.00061978,             0.00061978,             0.00061978
                    199,                 0.6456,                 1.4375,                 1.4077,                0.56113,                0.78537,                 0.7176,                0.59873,                0.66072,                 1.4769,                 1.4706,             0.00061902,             0.00061902,             0.00061902
                    200,                0.65092,                 1.4779,                 1.3533,                0.57413,                0.79627,                0.70877,                0.60939,                0.57849,                 1.5536,                 1.4057,             0.00061826,             0.00061826,             0.00061826
                    201,                0.64967,                 1.5235,                 1.3482,                0.57413,                0.79627,                0.70877,                0.60939,                0.57849,                 1.5536,                 1.4057,              0.0006175,              0.0006175,              0.0006175
                    202,                0.65709,                 1.5047,                 1.3846,                0.59496,                0.79041,                0.71228,                0.60636,                0.62336,                 1.5023,                 1.4146,             0.00061674,             0.00061674,             0.00061674
                    203,                0.66831,                 1.4744,                 1.3983,                0.59496,                0.79041,                0.71228,                0.60636,                0.62336,                 1.5023,                 1.4146,             0.00061598,             0.00061598,             0.00061598
                    204,                 0.6441,                 1.4622,                 1.3648,                  0.601,                0.83255,                0.72347,                0.61795,                0.60654,                 1.4033,                 1.3912,             0.00061522,             0.00061522,             0.00061522
                    205,                0.64769,                 1.4542,                 1.3928,                  0.601,                0.83255,                0.72347,                0.61795,                0.60654,                 1.4033,                 1.3912,             0.00061445,             0.00061445,             0.00061445
                    206,                0.67785,                  1.447,                 1.4461,                0.62383,                0.85044,                0.73379,                0.62318,                 0.6361,                 1.3399,                 1.3795,             0.00061369,             0.00061369,             0.00061369
                    207,                0.66364,                 1.4403,                 1.4345,                0.62383,                0.85044,                0.73379,                0.62318,                 0.6361,                 1.3399,                 1.3795,             0.00061293,             0.00061293,             0.00061293
                    208,                 0.7172,                 1.5056,                 1.4268,                0.54173,                 0.9012,                0.73942,                0.62114,                0.66517,                 1.3602,                 1.3897,             0.00061217,             0.00061217,             0.00061217
                    209,                0.64898,                 1.4125,                 1.4124,                0.54173,                 0.9012,                0.73942,                0.62114,                0.66517,                 1.3602,                 1.3897,             0.00061141,             0.00061141,             0.00061141
                    210,                0.65538,                  1.412,                 1.4078,                 0.4834,                0.90493,                0.73063,                0.61593,                0.63115,                 1.3893,                 1.3965,             0.00061065,             0.00061065,             0.00061065
                    211,                0.66183,                 1.4129,                 1.4073,                 0.4834,                0.90493,                0.73063,                0.61593,                0.63115,                 1.3893,                 1.3965,             0.00060989,             0.00060989,             0.00060989
                    212,                0.63327,                 1.3768,                 1.3802,                0.48384,                0.93059,                0.72543,                 0.6119,                0.64118,                 1.3498,                 1.4123,             0.00060912,             0.00060912,             0.00060912
                    213,                0.62467,                 1.3938,                 1.3807,                0.48384,                0.93059,                0.72543,                 0.6119,                0.64118,                 1.3498,                 1.4123,             0.00060836,             0.00060836,             0.00060836
                    214,                0.65049,                 1.3993,                 1.3901,                0.54736,                0.80421,                0.72509,                0.62669,                0.58878,                 1.3193,                 1.3774,              0.0006076,              0.0006076,              0.0006076
                    215,                0.65329,                 1.4255,                 1.3655,                0.54736,                0.80421,                0.72509,                0.62669,                0.58878,                 1.3193,                 1.3774,             0.00060684,             0.00060684,             0.00060684
                    216,                0.61352,                 1.3818,                   1.36,                0.56383,                0.85696,                0.73328,                0.63025,                0.59336,                  1.375,                 1.3797,             0.00060608,             0.00060608,             0.00060608
                    217,                0.65324,                 1.3885,                 1.3938,                0.56383,                0.85696,                0.73328,                0.63025,                0.59336,                  1.375,                 1.3797,             0.00060532,             0.00060532,             0.00060532
                    218,                0.67296,                 1.4473,                 1.4023,                0.57317,                0.87811,                0.73731,                 0.6309,                0.62789,                 1.3516,                 1.3824,             0.00060456,             0.00060456,             0.00060456
                    219,                0.62063,                 1.3572,                 1.3624,                0.57317,                0.87811,                0.73731,                 0.6309,                0.62789,                 1.3516,                 1.3824,              0.0006038,              0.0006038,              0.0006038
                    220,                0.57749,                 1.3302,                  1.334,                0.59287,                0.89659,                0.75066,                0.63273,                0.69216,                 1.2665,                 1.4018,             0.00060303,             0.00060303,             0.00060303
                    221,                 0.6242,                 1.3115,                   1.36,                0.59287,                0.89659,                0.75066,                0.63273,                0.69216,                 1.2665,                 1.4018,             0.00060227,             0.00060227,             0.00060227
                    222,                0.64232,                 1.3519,                 1.3683,                0.64126,                 0.8533,                0.75885,                0.65115,                0.61413,                 1.1954,                 1.3772,             0.00060151,             0.00060151,             0.00060151
                    223,                0.61166,                 1.3557,                 1.3369,                0.64126,                 0.8533,                0.75885,                0.65115,                0.61413,                 1.1954,                 1.3772,             0.00060075,             0.00060075,             0.00060075
                    224,                 0.6128,                 1.3001,                 1.3743,                0.65774,                0.91658,                0.76829,                0.66525,                 0.5955,                 1.2062,                 1.3781,             0.00059999,             0.00059999,             0.00059999
                    225,                0.59493,                 1.3301,                  1.393,                0.65774,                0.91658,                0.76829,                0.66525,                 0.5955,                 1.2062,                 1.3781,             0.00059923,             0.00059923,             0.00059923
                    226,                0.61835,                 1.3127,                 1.3626,                0.62996,                0.91538,                0.77115,                0.67477,                0.57917,                 1.2287,                 1.3914,             0.00059847,             0.00059847,             0.00059847
                    227,                0.65221,                 1.2978,                 1.3952,                0.62996,                0.91538,                0.77115,                0.67477,                0.57917,                 1.2287,                 1.3914,             0.00059771,             0.00059771,             0.00059771
                    228,                0.59477,                 1.2502,                  1.362,                 0.6112,                0.87095,                0.77677,                0.68158,                0.56992,                 1.2164,                  1.391,             0.00059694,             0.00059694,             0.00059694
                    229,                0.60161,                 1.3072,                 1.3212,                 0.6112,                0.87095,                0.77677,                0.68158,                0.56992,                 1.2164,                  1.391,             0.00059618,             0.00059618,             0.00059618
                    230,                0.68421,                 1.3432,                  1.367,                0.56701,                0.91769,                0.76928,                0.67066,                0.57178,                 1.2346,                 1.3773,             0.00059542,             0.00059542,             0.00059542
                    231,                0.60223,                 1.2871,                 1.3174,                0.56701,                0.91769,                0.76928,                0.67066,                0.57178,                 1.2346,                 1.3773,             0.00059466,             0.00059466,             0.00059466
                    232,                0.58627,                 1.2428,                 1.3312,                0.59914,                0.88002,                0.77531,                0.65499,                0.66952,                 1.2877,                 1.3985,              0.0005939,              0.0005939,              0.0005939
                    233,                0.62405,                  1.235,                 1.3482,                0.59914,                0.88002,                0.77531,                0.65499,                0.66952,                 1.2877,                 1.3985,             0.00059314,             0.00059314,             0.00059314
                    234,                0.65471,                  1.251,                 1.3769,                0.63646,                  0.858,                 0.7893,                 0.6694,                  0.665,                 1.3007,                 1.3975,             0.00059238,             0.00059238,             0.00059238
                    235,                  0.627,                   1.21,                 1.3539,                0.63646,                  0.858,                 0.7893,                 0.6694,                  0.665,                 1.3007,                 1.3975,             0.00059161,             0.00059161,             0.00059161
                    236,                0.63114,                 1.2339,                 1.3671,                0.63794,                0.86855,                0.79114,                0.68237,                0.62232,                 1.2898,                 1.3793,             0.00059085,             0.00059085,             0.00059085
                    237,                0.63127,                 1.2473,                 1.3474,                0.63794,                0.86855,                0.79114,                0.68237,                0.62232,                 1.2898,                 1.3793,             0.00059009,             0.00059009,             0.00059009
                    238,                0.63761,                  1.218,                 1.3644,                0.63064,                0.87324,                0.78771,                0.67704,                0.63546,                 1.2554,                 1.3605,             0.00058933,             0.00058933,             0.00058933
                    239,                0.60342,                 1.2399,                  1.316,                0.63064,                0.87324,                0.78771,                0.67704,                0.63546,                 1.2554,                 1.3605,             0.00058857,             0.00058857,             0.00058857
                    240,                0.60035,                 1.2541,                 1.3253,                0.67357,                0.88656,                0.79141,                0.68322,                0.59252,                 1.1448,                 1.3265,             0.00058781,             0.00058781,             0.00058781
                    241,                0.62057,                 1.1687,                 1.3683,                0.67357,                0.88656,                0.79141,                0.68322,                0.59252,                 1.1448,                 1.3265,             0.00058705,             0.00058705,             0.00058705
                    242,                0.57351,                  1.172,                 1.3406,                0.68907,                0.81457,                0.80057,                0.69669,                0.57362,                 1.1139,                 1.3244,             0.00058629,             0.00058629,             0.00058629
                    243,                0.62493,                 1.1631,                 1.3693,                0.68907,                0.81457,                0.80057,                0.69669,                0.57362,                 1.1139,                 1.3244,             0.00058552,             0.00058552,             0.00058552
                    244,                0.65755,                 1.2141,                 1.3553,                0.67348,                0.84554,                0.80449,                0.70297,                0.57039,                 1.1063,                 1.3144,             0.00058476,             0.00058476,             0.00058476
                    245,                0.61396,                 1.1667,                 1.3619,                0.67348,                0.84554,                0.80449,                0.70297,                0.57039,                 1.1063,                 1.3144,               0.000584,               0.000584,               0.000584
                    246,                0.64001,                 1.1855,                  1.381,                0.65765,                0.86834,                0.81428,                0.70469,                0.58692,                 1.1139,                 1.3294,             0.00058324,             0.00058324,             0.00058324
                    247,                0.59983,                  1.202,                   1.31,                0.65765,                0.86834,                0.81428,                0.70469,                0.58692,                 1.1139,                 1.3294,             0.00058248,             0.00058248,             0.00058248
                    248,                0.63281,                 1.2141,                  1.336,                0.67517,                0.86982,                0.81724,                0.69476,                0.63754,                 1.1032,                 1.3748,             0.00058172,             0.00058172,             0.00058172
                    249,                0.58357,                 1.1664,                 1.3277,                0.67517,                0.86982,                0.81724,                0.69476,                0.63754,                 1.1032,                 1.3748,             0.00058096,             0.00058096,             0.00058096
                    250,                0.60039,                 1.1896,                 1.3078,                0.71654,                0.88612,                0.81705,                0.68621,                0.65881,                 1.0885,                 1.3898,              0.0005802,              0.0005802,              0.0005802
                    251,                0.61595,                 1.2238,                  1.305,                0.71654,                0.88612,                0.81705,                0.68621,                0.65881,                 1.0885,                 1.3898,             0.00057943,             0.00057943,             0.00057943
                    252,                0.61088,                 1.1315,                 1.2939,                0.67746,                0.91039,                0.81978,                0.69596,                 0.6326,                 1.0744,                  1.379,             0.00057867,             0.00057867,             0.00057867
                    253,                 0.6687,                 1.2115,                  1.406,                0.67746,                0.91039,                0.81978,                0.69596,                 0.6326,                 1.0744,                  1.379,             0.00057791,             0.00057791,             0.00057791
                    254,                0.62453,                 1.1355,                 1.3547,                0.66668,                0.92876,                0.82177,                0.70822,                 0.5945,                 1.0895,                 1.3688,             0.00057715,             0.00057715,             0.00057715
                    255,                0.63284,                 1.1365,                 1.3262,                0.66668,                0.92876,                0.82177,                0.70822,                 0.5945,                 1.0895,                 1.3688,             0.00057639,             0.00057639,             0.00057639
                    256,                0.63882,                 1.1291,                 1.3545,                0.68578,                0.90449,                0.82778,                0.71733,                0.58376,                 1.0627,                 1.3658,             0.00057563,             0.00057563,             0.00057563
                    257,                0.60242,                 1.0869,                 1.3113,                0.68578,                0.90449,                0.82778,                0.71733,                0.58376,                 1.0627,                 1.3658,             0.00057487,             0.00057487,             0.00057487
                    258,                0.62671,                 1.1259,                 1.3392,                0.70824,                 0.8515,                0.82393,                0.70987,                0.61033,                 1.0296,                 1.3782,              0.0005741,              0.0005741,              0.0005741
                    259,                0.59186,                 1.1275,                 1.3251,                0.70824,                 0.8515,                0.82393,                0.70987,                0.61033,                 1.0296,                 1.3782,             0.00057334,             0.00057334,             0.00057334
                    260,                0.60022,                 1.1404,                 1.3121,                0.70236,                0.84485,                0.82344,                0.70558,                0.63839,                 1.0169,                  1.371,             0.00057258,             0.00057258,             0.00057258
                    261,                0.59399,                 1.0746,                 1.3293,                0.70236,                0.84485,                0.82344,                0.70558,                0.63839,                 1.0169,                  1.371,             0.00057182,             0.00057182,             0.00057182
                    262,                0.62656,                 1.1431,                 1.3255,                0.69652,                0.88623,                0.82864,                0.70108,                0.68483,                 1.0254,                 1.3823,             0.00057106,             0.00057106,             0.00057106
                    263,                0.57295,                 1.0386,                  1.272,                0.69652,                0.88623,                0.82864,                0.70108,                0.68483,                 1.0254,                 1.3823,              0.0005703,              0.0005703,              0.0005703
                    264,                0.64689,                  1.136,                 1.3093,                0.70062,                0.90636,                0.83311,                0.70681,                0.68728,                 1.0225,                 1.3831,             0.00056954,             0.00056954,             0.00056954
                    265,                0.60504,                 1.1645,                 1.3274,                0.70062,                0.90636,                0.83311,                0.70681,                0.68728,                 1.0225,                 1.3831,             0.00056878,             0.00056878,             0.00056878
                    266,                0.61656,                 1.1234,                 1.3267,                 0.7211,                0.90105,                  0.836,                0.72628,                0.60918,                0.98474,                 1.3421,             0.00056801,             0.00056801,             0.00056801
                    267,                0.60707,                  1.101,                 1.2949,                 0.7211,                0.90105,                  0.836,                0.72628,                0.60918,                0.98474,                 1.3421,             0.00056725,             0.00056725,             0.00056725
                    268,                0.60864,                 1.0787,                 1.3007,                0.75792,                0.88571,                0.84698,                0.73898,                0.58323,                0.96143,                  1.319,             0.00056649,             0.00056649,             0.00056649
                    269,                0.62756,                 1.1303,                  1.326,                0.75792,                0.88571,                0.84698,                0.73898,                0.58323,                0.96143,                  1.319,             0.00056573,             0.00056573,             0.00056573
                    270,                0.61811,                 1.0928,                 1.2962,                0.75556,                0.91695,                0.85164,                0.74167,                0.57216,                0.96498,                 1.3006,             0.00056497,             0.00056497,             0.00056497
                    271,                0.60587,                 1.0752,                 1.2849,                0.75556,                0.91695,                0.85164,                0.74167,                0.57216,                0.96498,                 1.3006,             0.00056421,             0.00056421,             0.00056421
                    272,                0.59395,                 1.0417,                 1.3058,                0.76495,                0.85886,                0.85822,                0.75217,                0.57957,                 1.0142,                 1.3145,             0.00056345,             0.00056345,             0.00056345
                    273,                0.59697,                 1.0168,                  1.308,                0.76495,                0.85886,                0.85822,                0.75217,                0.57957,                 1.0142,                 1.3145,             0.00056268,             0.00056268,             0.00056268
                    274,                0.63458,                  1.064,                 1.3183,                0.74438,                0.86619,                0.85973,                0.75545,                0.58401,                 1.0864,                 1.3398,             0.00056192,             0.00056192,             0.00056192
                    275,                0.61504,                 1.0635,                 1.3083,                0.74438,                0.86619,                0.85973,                0.75545,                0.58401,                 1.0864,                 1.3398,             0.00056116,             0.00056116,             0.00056116
                    276,                0.58095,                 1.0073,                 1.2792,                0.73681,                0.87153,                0.85407,                0.71982,                0.74191,                 1.1189,                 1.4404,              0.0005604,              0.0005604,              0.0005604
                    277,                0.62919,                 1.0152,                 1.3308,                0.73681,                0.87153,                0.85407,                0.71982,                0.74191,                 1.1189,                 1.4404,             0.00055964,             0.00055964,             0.00055964
                    278,                0.63462,                 1.0363,                 1.3433,                0.75152,                0.88696,                0.86493,                0.72967,                0.71522,                 1.0722,                 1.4222,             0.00055888,             0.00055888,             0.00055888
                    279,                0.60101,                0.97751,                 1.3233,                0.75152,                0.88696,                0.86493,                0.72967,                0.71522,                 1.0722,                 1.4222,             0.00055812,             0.00055812,             0.00055812
                    280,                0.67216,                 1.0792,                 1.3278,                0.77896,                0.87874,                0.86759,                0.74149,                0.62375,                 0.9599,                 1.3348,             0.00055736,             0.00055736,             0.00055736
                    281,                0.64198,                0.99924,                 1.2886,                0.77896,                0.87874,                0.86759,                0.74149,                0.62375,                 0.9599,                 1.3348,             0.00055659,             0.00055659,             0.00055659
                    282,                0.61974,                 1.0382,                 1.2634,                0.78261,                0.91236,                0.87419,                0.76115,                0.59004,                0.89903,                 1.3046,             0.00055583,             0.00055583,             0.00055583
                    283,                0.59198,                 1.0007,                  1.333,                0.78261,                0.91236,                0.87419,                0.76115,                0.59004,                0.89903,                 1.3046,             0.00055507,             0.00055507,             0.00055507
                    284,                0.57302,                 0.9488,                 1.2746,                  0.781,                0.91161,                0.87649,                 0.7694,                0.58193,                0.88607,                 1.3044,             0.00055431,             0.00055431,             0.00055431
                    285,                0.60391,                0.96842,                 1.2889,                  0.781,                0.91161,                0.87649,                 0.7694,                0.58193,                0.88607,                 1.3044,             0.00055355,             0.00055355,             0.00055355
                    286,                0.62872,                 1.0245,                 1.3071,                0.77809,                0.89014,                0.88079,                0.77324,                0.57976,                0.88441,                 1.2933,             0.00055279,             0.00055279,             0.00055279
                    287,                0.64297,                 1.0163,                 1.3171,                0.77809,                0.89014,                0.88079,                0.77324,                0.57976,                0.88441,                 1.2933,             0.00055203,             0.00055203,             0.00055203
                    288,                 0.5884,                0.97553,                 1.2856,                0.75762,                0.86233,                0.88471,                0.75575,                 0.6413,                0.92783,                 1.3154,             0.00055127,             0.00055127,             0.00055127
                    289,                0.61723,                 0.9781,                 1.3207,                0.75762,                0.86233,                0.88471,                0.75575,                 0.6413,                0.92783,                 1.3154,              0.0005505,              0.0005505,              0.0005505
                    290,                0.65749,                      1,                 1.3266,                0.72194,                0.89225,                0.89078,                0.75882,                 0.6428,                0.93406,                 1.3005,             0.00054974,             0.00054974,             0.00054974
                    291,                0.63848,                0.95458,                 1.3099,                0.72194,                0.89225,                0.89078,                0.75882,                 0.6428,                0.93406,                 1.3005,             0.00054898,             0.00054898,             0.00054898
                    292,                 0.6157,                0.93583,                  1.306,                0.73296,                0.89467,                0.88808,                0.78044,                0.54937,                0.90247,                 1.2478,             0.00054822,             0.00054822,             0.00054822
                    293,                0.56581,                0.94091,                 1.2556,                0.73296,                0.89467,                0.88808,                0.78044,                0.54937,                0.90247,                 1.2478,             0.00054746,             0.00054746,             0.00054746
