                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                 2.0193,                 2.7221,                 2.7198,                0.50032,                0.22409,                0.23859,                0.06903,                 1.8878,                 3.8253,                 3.2024,             0.00026654,             0.00026654,             0.00026654
                     69,                 1.8804,                 2.7218,                 2.7105,                0.50032,                0.22409,                0.23859,                0.06903,                 1.8878,                 3.8253,                 3.2024,             0.00025892,             0.00025892,             0.00025892
                     70,                 1.8775,                 2.7099,                 2.6864,                0.53045,                0.22746,                0.28716,                0.09427,                  1.908,                 3.5834,                 3.0434,             0.00025131,             0.00025131,             0.00025131
                     71,                  1.779,                 2.6016,                 2.6119,                0.53045,                0.22746,                0.28716,                0.09427,                  1.908,                 3.5834,                 3.0434,              0.0002437,              0.0002437,              0.0002437
                     72,                 1.8594,                 2.6345,                 2.6397,                0.56002,                0.35972,                0.35925,                0.13186,                 1.8632,                 3.3634,                 2.8781,             0.00023608,             0.00023608,             0.00023608
                     73,                 1.7502,                 2.5657,                 2.6062,                0.56002,                0.35972,                0.35925,                0.13186,                 1.8632,                 3.3634,                 2.8781,             0.00022847,             0.00022847,             0.00022847
                     74,                   1.83,                 2.5859,                 2.5958,                0.56344,                0.52319,                0.39598,                0.17503,                 1.7315,                 3.0295,                 2.6733,             0.00022086,             0.00022086,             0.00022086
                     75,                  1.722,                 2.6211,                 2.5981,                0.56344,                0.52319,                0.39598,                0.17503,                 1.7315,                 3.0295,                 2.6733,             0.00021324,             0.00021324,             0.00021324
                     76,                 1.7147,                  2.573,                 2.6183,                0.55371,                0.55989,                0.43193,                0.23601,                 1.5164,                 2.7498,                 2.5054,             0.00020563,             0.00020563,             0.00020563
                     77,                 1.6036,                 2.4688,                 2.4601,                0.55371,                0.55989,                0.43193,                0.23601,                 1.5164,                 2.7498,                 2.5054,             0.00019802,             0.00019802,             0.00019802
                     78,                 1.6934,                 2.5009,                  2.545,                0.45815,                0.54515,                0.45146,                0.27707,                  1.376,                 2.6077,                 2.4484,              0.0001904,              0.0001904,              0.0001904
                     79,                 1.6803,                 2.4618,                 2.5106,                0.45815,                0.54515,                0.45146,                0.27707,                  1.376,                 2.6077,                 2.4484,             0.00018279,             0.00018279,             0.00018279
                     80,                 1.7263,                   2.52,                 2.5013,                0.47942,                0.47084,                0.45595,                0.28755,                 1.3263,                 2.5574,                 2.4527,             0.00017518,             0.00017518,             0.00017518
                     81,                 1.7816,                 2.4991,                 2.5801,                0.47942,                0.47084,                0.45595,                0.28755,                 1.3263,                 2.5574,                 2.4527,             0.00016757,             0.00016757,             0.00016757
                     82,                 1.7694,                 2.3944,                  2.438,                0.41691,                0.38777,                0.45451,                0.29846,                 1.2606,                 2.5204,                 2.4408,             0.00015995,             0.00015995,             0.00015995
                     83,                  1.573,                 2.3853,                 2.4713,                0.41691,                0.38777,                0.45451,                0.29846,                 1.2606,                 2.5204,                 2.4408,             0.00015234,             0.00015234,             0.00015234
                     84,                 1.6569,                 2.3977,                  2.423,                  0.419,                 0.3741,                0.45093,                0.30043,                 1.2161,                 2.4807,                  2.444,             0.00014473,             0.00014473,             0.00014473
                     85,                 1.6921,                 2.4097,                 2.4757,                  0.419,                 0.3741,                0.45093,                0.30043,                 1.2161,                 2.4807,                  2.444,             0.00013711,             0.00013711,             0.00013711
                     86,                  1.599,                 2.3767,                 2.4488,                0.43201,                0.44653,                0.44854,                 0.2978,                 1.2191,                 2.3747,                 2.4224,              0.0001295,              0.0001295,              0.0001295
                     87,                 1.5829,                   2.35,                 2.3972,                0.43201,                0.44653,                0.44854,                 0.2978,                 1.2191,                 2.3747,                 2.4224,             0.00012189,             0.00012189,             0.00012189
                     88,                 1.6054,                   2.41,                 2.4547,                0.41155,                0.53068,                0.45465,                0.30657,                 1.1901,                 2.2904,                 2.4014,             0.00011427,             0.00011427,             0.00011427
                     89,                  1.576,                 2.3135,                 2.4217,                0.41155,                0.53068,                0.45465,                0.30657,                 1.1901,                 2.2904,                 2.4014,             0.00010666,             0.00010666,             0.00010666
                     90,                 1.5843,                 2.3002,                 2.4567,                0.38263,                0.61882,                0.47506,                0.33017,                 1.1513,                 2.2054,                 2.3641,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     91,                 1.3858,                 2.7676,                 2.3775,                0.38263,                0.61882,                0.47506,                0.33017,                 1.1513,                 2.2054,                 2.3641,             9.1434e-05,             9.1434e-05,             9.1434e-05
                     92,                 1.3714,                 2.6059,                 2.3331,                0.38337,                0.77122,                0.48508,                0.33885,                 1.1258,                 2.1505,                 2.3584,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     93,                 1.3649,                  2.798,                  2.333,                0.38337,                0.77122,                0.48508,                0.33885,                 1.1258,                 2.1505,                 2.3584,             7.6208e-05,             7.6208e-05,             7.6208e-05
                     94,                 1.3963,                 2.5485,                 2.3916,                 0.3741,                 0.8034,                 0.4956,                 0.3466,                 1.1047,                 2.1508,                 2.3453,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     95,                  1.312,                 2.5256,                 2.2553,                 0.3741,                 0.8034,                 0.4956,                 0.3466,                 1.1047,                 2.1508,                 2.3453,             6.0982e-05,             6.0982e-05,             6.0982e-05
                     96,                 1.2717,                 2.4186,                 2.2808,                0.38711,                0.79912,                0.50738,                0.35716,                 1.0938,                 2.1704,                  2.332,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     97,                 1.2981,                 2.4186,                 2.2761,                0.38711,                0.79912,                0.50738,                0.35716,                 1.0938,                 2.1704,                  2.332,             4.5756e-05,             4.5756e-05,             4.5756e-05
                     98,                 1.2204,                 2.5129,                 2.2588,                0.38935,                0.81147,                0.51651,                0.36406,                 1.0865,                 2.1826,                 2.3221,             3.8142e-05,             3.8142e-05,             3.8142e-05
                     99,                 1.2632,                 2.3917,                 2.2308,                0.38935,                0.81147,                0.51651,                0.36406,                 1.0865,                 2.1826,                 2.3221,             3.0529e-05,             3.0529e-05,             3.0529e-05
                    100,                 1.2476,                 2.3845,                 2.2963,                0.38483,                0.79861,                0.52584,                0.37056,                 1.0843,                 2.1768,                 2.3179,             2.2916e-05,             2.2916e-05,             2.2916e-05
